Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,seats,selling_price,age,car_name,km_driven
Dodge,Dart,2014,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,35,23,1851,5,22995,10,Dodge Dart,49511
Dodge,Dart,2014,regular unleaded,160,4,MANUAL,front wheel drive,4,,Midsize,Sedan,41,28,1851,5,19995,10,Dodge Dart,49732
Dodge,Dart,2014,regular unleaded,184,4,MANUAL,front wheel drive,4,,Midsize,Sedan,33,23,1851,5,20995,10,Dodge Dart,44883
Dodge,Dart,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,,Midsize,Sedan,33,23,1851,5,21645,9,Dodge Dart,78066
Dodge,Dart,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,,Midsize,Sedan,35,22,1851,5,19000,9,Dodge Dart,65080
Dodge,Dart,2015,regular unleaded,160,4,MANUAL,front wheel drive,4,,Midsize,Sedan,41,28,1851,5,20495,9,Dodge Dart,47099
Dodge,Dart,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,35,23,1851,5,23795,9,Dodge Dart,78509
Dodge,Dart,2015,regular unleaded,160,4,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1851,5,16495,9,Dodge Dart,60660
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,,Midsize,Sedan,39,27,1851,5,19495,8,Dodge Dart,66126
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1851,5,18995,8,Dodge Dart,76039
Dodge,Dart,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,,Midsize,Sedan,35,22,1851,5,19395,8,Dodge Dart,49752
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1851,5,17995,8,Dodge Dart,44153
Dodge,Dart,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,35,23,1851,5,24395,8,Dodge Dart,65870
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1851,5,19595,8,Dodge Dart,37179
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1851,5,16995,8,Dodge Dart,59635
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,,Midsize,Sedan,39,27,1851,5,21095,8,Dodge Dart,32334
Dodge,Dart,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,,Midsize,Sedan,35,22,1851,5,22095,8,Dodge Dart,73871
Dodge,Dart,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,,Midsize,Sedan,35,22,1851,5,20995,8,Dodge Dart,50554
Dodge,Dart,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,,Midsize,Sedan,35,22,1851,5,21595,8,Dodge Dart,30787
Rolls-Royce,Dawn,2016,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Convertible,19,12,86,5,335000,8,Rolls-Royce Dawn,35385
Dodge,Daytona,1991,regular unleaded,152,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,18,1851,5,2000,33,Dodge Daytona,63326
Dodge,Daytona,1991,regular unleaded,152,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,24,18,1851,5,2000,33,Dodge Daytona,80921
Dodge,Daytona,1991,regular unleaded,152,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,18,1851,5,2000,33,Dodge Daytona,47700
Dodge,Daytona,1991,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,21,1851,5,2000,33,Dodge Daytona,79196
Dodge,Daytona,1991,regular unleaded,141,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,25,17,1851,5,2000,33,Dodge Daytona,71519
Dodge,Daytona,1991,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,21,1851,5,2000,33,Dodge Daytona,52512
Dodge,Daytona,1992,regular unleaded,224,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,17,1851,5,2000,32,Dodge Daytona,24801
Dodge,Daytona,1992,regular unleaded,141,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,26,17,1851,5,2000,32,Dodge Daytona,26010
Dodge,Daytona,1992,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,20,1851,5,2000,32,Dodge Daytona,66352
Dodge,Daytona,1992,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,20,1851,5,2000,32,Dodge Daytona,53555
Dodge,Daytona,1993,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,22,1851,5,2000,31,Dodge Daytona,52369
Dodge,Daytona,1993,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,22,1851,5,2000,31,Dodge Daytona,53835
Dodge,Daytona,1993,regular unleaded,141,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,25,17,1851,5,2000,31,Dodge Daytona,25055
Dodge,Daytona,1993,regular unleaded,224,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,17,1851,5,2000,31,Dodge Daytona,30222
Aston Martin,DB7,2003,premium unleaded (required),420,12,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,18,11,259,5,156300,21,Aston Martin DB7,84386
Aston Martin,DB7,2003,premium unleaded (required),420,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,10,259,5,151800,21,Aston Martin DB7,82878
Aston Martin,DB7,2003,premium unleaded (required),435,12,MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,15,9,259,5,156300,21,Aston Martin DB7,60709
Aston Martin,DB7,2003,premium unleaded (required),420,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,10,259,5,141800,21,Aston Martin DB7,68419
Aston Martin,DB9 GT,2016,premium unleaded (required),540,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,259,5,235307,8,Aston Martin DB9 GT,46134
Aston Martin,DB9 GT,2016,premium unleaded (required),540,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,259,5,213250,8,Aston Martin DB9 GT,39573
Aston Martin,DB9 GT,2016,premium unleaded (required),540,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,259,5,198250,8,Aston Martin DB9 GT,66871
Aston Martin,DB9,2013,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,259,5,198700,11,Aston Martin DB9,72693
Aston Martin,DB9,2013,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,259,5,183700,11,Aston Martin DB9,61694
Aston Martin,DB9,2014,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,259,5,200800,10,Aston Martin DB9,26425
Aston Martin,DB9,2014,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,259,5,185800,10,Aston Martin DB9,22274
Aston Martin,DB9,2015,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,259,5,198295,9,Aston Martin DB9,69404
Aston Martin,DB9,2015,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,259,5,188295,9,Aston Martin DB9,21111
Aston Martin,DB9,2015,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,259,5,203295,9,Aston Martin DB9,82726
Aston Martin,DB9,2015,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,259,5,213295,9,Aston Martin DB9,75281
Aston Martin,DBS,2010,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,18,12,259,5,283900,14,Aston Martin DBS,75101
Aston Martin,DBS,2010,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,17,11,259,5,279500,14,Aston Martin DBS,32691
Aston Martin,DBS,2010,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,18,12,259,5,270400,14,Aston Martin DBS,52412
Aston Martin,DBS,2010,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,17,11,259,5,266000,14,Aston Martin DBS,57128
Aston Martin,DBS,2011,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Convertible,17,11,259,5,282295,13,Aston Martin DBS,26049
Aston Martin,DBS,2011,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,17,11,259,5,268660,13,Aston Martin DBS,43941
Aston Martin,DBS,2011,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,18,12,259,5,273104,13,Aston Martin DBS,23707
Aston Martin,DBS,2011,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Convertible,18,12,259,5,286739,13,Aston Martin DBS,66209
Aston Martin,DBS,2012,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,17,11,259,5,295987,12,Aston Martin DBS,73017
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,18,12,259,5,275861,12,Aston Martin DBS,58099
Aston Martin,DBS,2012,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,17,11,259,5,284576,12,Aston Martin DBS,45116
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,18,12,259,5,296387,12,Aston Martin DBS,80405
Aston Martin,DBS,2012,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,17,11,259,5,290461,12,Aston Martin DBS,81926
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,18,12,259,5,284976,12,Aston Martin DBS,79192
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,18,12,259,5,290861,12,Aston Martin DBS,58731
Aston Martin,DBS,2012,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,17,11,259,5,275461,12,Aston Martin DBS,35541
Land Rover,Defender,1994,regular unleaded,182,8,MANUAL,four wheel drive,2,Luxury,Compact,2dr SUV,15,12,258,5,27736,30,Land Rover Defender,20687
Land Rover,Defender,1995,regular unleaded,182,8,MANUAL,four wheel drive,2,Luxury,Compact,2dr SUV,15,12,258,5,30709,29,Land Rover Defender,71941
Land Rover,Defender,1997,regular unleaded,182,8,AUTOMATIC,four wheel drive,2,Luxury,Compact,Convertible SUV,14,12,258,5,36931,27,Land Rover Defender,66014
Land Rover,Defender,1997,regular unleaded,182,8,AUTOMATIC,four wheel drive,2,Luxury,Compact,2dr SUV,14,12,258,5,39669,27,Land Rover Defender,27592
Cadillac,DeVille,2003,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,25,16,1624,5,49150,21,Cadillac DeVille,83239
Cadillac,DeVille,2003,regular unleaded,300,8,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,25,16,1624,5,49150,21,Cadillac DeVille,24075
Cadillac,DeVille,2003,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,25,16,1624,5,44400,21,Cadillac DeVille,63198
Cadillac,DeVille,2004,regular unleaded,300,8,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,24,16,1624,5,50750,20,Cadillac DeVille,52019
Cadillac,DeVille,2004,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,24,16,1624,5,50750,20,Cadillac DeVille,69208
Cadillac,DeVille,2004,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,24,16,1624,5,45600,20,Cadillac DeVille,79749
Cadillac,DeVille,2005,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,1624,5,51600,19,Cadillac DeVille,83401
Cadillac,DeVille,2005,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,1624,5,46430,19,Cadillac DeVille,73532
Cadillac,DeVille,2005,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,1624,5,46045,19,Cadillac DeVille,20580
Cadillac,DeVille,2005,regular unleaded,290,8,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,24,16,1624,5,51600,19,Cadillac DeVille,70329
Lamborghini,Diablo,2001,premium unleaded (required),550,12,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,12,9,1158,5,294900,23,Lamborghini Diablo,53968
Mitsubishi,Diamante,2002,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,23,16,436,5,28447,22,Mitsubishi Diamante,52456
Mitsubishi,Diamante,2002,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,23,16,436,5,26997,22,Mitsubishi Diamante,50299
Mitsubishi,Diamante,2002,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,23,16,436,5,25687,22,Mitsubishi Diamante,50640
Mitsubishi,Diamante,2003,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,23,16,436,5,25997,21,Mitsubishi Diamante,48439
Mitsubishi,Diamante,2003,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,23,16,436,5,28447,21,Mitsubishi Diamante,42507
Mitsubishi,Diamante,2003,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,23,16,436,5,27097,21,Mitsubishi Diamante,74525
Mitsubishi,Diamante,2004,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,23,15,436,5,24999,20,Mitsubishi Diamante,60265
Mitsubishi,Diamante,2004,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,23,15,436,5,26819,20,Mitsubishi Diamante,59643
Mitsubishi,Diamante,2004,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,23,15,436,5,27619,20,Mitsubishi Diamante,20111
Land Rover,Discovery Series II,2000,regular unleaded,188,8,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,16,12,258,5,2561,24,Land Rover Discovery Series II,58741
Land Rover,Discovery Series II,2001,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,258,5,36350,23,Land Rover Discovery Series II,48872
Land Rover,Discovery Series II,2001,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,258,5,33350,23,Land Rover Discovery Series II,27272
Land Rover,Discovery Series II,2001,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,258,5,34350,23,Land Rover Discovery Series II,39518
Land Rover,Discovery Series II,2002,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,258,5,33350,22,Land Rover Discovery Series II,63613
Land Rover,Discovery Series II,2002,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,258,5,37150,22,Land Rover Discovery Series II,33445
Land Rover,Discovery Sport,2015,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,5,37070,9,Land Rover Discovery Sport,38530
Land Rover,Discovery Sport,2015,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,5,45570,9,Land Rover Discovery Sport,48641
Land Rover,Discovery Sport,2015,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,5,41570,9,Land Rover Discovery Sport,32120
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,5,41955,8,Land Rover Discovery Sport,54792
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,5,45955,8,Land Rover Discovery Sport,82088
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,5,37455,8,Land Rover Discovery Sport,23987
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,20,258,5,46595,7,Land Rover Discovery Sport,70679
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,20,258,5,42195,7,Land Rover Discovery Sport,77983
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,20,258,5,37695,7,Land Rover Discovery Sport,72740
Land Rover,Discovery,2003,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,258,5,34350,21,Land Rover Discovery,71384
Land Rover,Discovery,2003,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,258,5,40350,21,Land Rover Discovery,73944
Land Rover,Discovery,2003,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,258,5,38350,21,Land Rover Discovery,75505
Land Rover,Discovery,2004,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,258,5,38685,20,Land Rover Discovery,70435
Land Rover,Discovery,2004,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,258,5,40685,20,Land Rover Discovery,21756
Land Rover,Discovery,2004,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,258,5,34330,20,Land Rover Discovery,30761
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,51460,15,Cadillac DTS,35003
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,46280,15,Cadillac DTS,61948
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,49730,15,Cadillac DTS,22453
Cadillac,DTS,2009,regular unleaded,292,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,1624,5,54230,15,Cadillac DTS,58292
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,49230,15,Cadillac DTS,45920
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,47625,15,Cadillac DTS,46769
Cadillac,DTS,2010,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,46280,14,Cadillac DTS,44729
Cadillac,DTS,2010,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,51525,14,Cadillac DTS,69169
Cadillac,DTS,2010,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,54425,14,Cadillac DTS,82898
Cadillac,DTS,2010,premium unleaded (recommended),292,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,1624,5,59475,14,Cadillac DTS,68034
Cadillac,DTS,2011,premium unleaded (recommended),292,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,59875,13,Cadillac DTS,29586
Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,51925,13,Cadillac DTS,33679
Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,54825,13,Cadillac DTS,53368
Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,5,46680,13,Cadillac DTS,44550
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,25,18,1851,5,36895,9,Dodge Durango,43167
Dodge,Durango,2015,premium unleaded (recommended),360,8,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,1851,5,42495,9,Dodge Durango,79579
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,24,17,1851,5,39495,9,Dodge Durango,25224
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,25,18,1851,5,40995,9,Dodge Durango,34005
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,24,17,1851,5,33095,9,Dodge Durango,55754
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,24,17,1851,5,43595,9,Dodge Durango,33417
Dodge,Durango,2015,premium unleaded (recommended),360,8,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,23,14,1851,5,39995,9,Dodge Durango,20663
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,25,18,1851,5,30495,9,Dodge Durango,42369
Dodge,Durango,2016,premium unleaded (recommended),360,8,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,1851,5,41995,8,Dodge Durango,28583
Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,1851,5,39595,8,Dodge Durango,80064
Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,27,19,1851,5,30495,8,Dodge Durango,50437
Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,1851,5,43895,8,Dodge Durango,62790
Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,25,18,1851,5,33095,8,Dodge Durango,32133
Dodge,Durango,2016,premium unleaded (recommended),360,8,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,1851,5,44595,8,Dodge Durango,63328
Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,27,19,1851,5,42390,8,Dodge Durango,70200
Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,27,19,1851,5,36995,8,Dodge Durango,38982
Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,27,19,1851,5,41295,8,Dodge Durango,59562
Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,1851,5,44990,8,Dodge Durango,80497
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,26,19,1851,5,37495,7,Dodge Durango,79580
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,26,19,1851,5,42490,7,Dodge Durango,45711
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,1851,5,40095,7,Dodge Durango,83426
Dodge,Durango,2017,premium unleaded (recommended),360,8,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,1851,5,42095,7,Dodge Durango,76633
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Crossover,Large,4dr SUV,26,19,1851,5,29995,7,Dodge Durango,76039
Dodge,Durango,2017,premium unleaded (recommended),360,8,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,1851,5,44695,7,Dodge Durango,32730
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,26,19,1851,5,41395,7,Dodge Durango,31562
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,1851,5,43995,7,Dodge Durango,82048
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,1851,5,45090,7,Dodge Durango,82336
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,1851,5,32595,7,Dodge Durango,36863
Dodge,Dynasty,1991,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,24,18,1851,5,2000,33,Dodge Dynasty,74075
Dodge,Dynasty,1991,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,24,18,1851,5,2000,33,Dodge Dynasty,81580
Dodge,Dynasty,1992,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,26,19,1851,5,2000,32,Dodge Dynasty,73084
Dodge,Dynasty,1992,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,24,18,1851,5,2000,32,Dodge Dynasty,78786
Dodge,Dynasty,1993,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,26,18,1851,5,2000,31,Dodge Dynasty,36080
Dodge,Dynasty,1993,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,24,18,1851,5,2000,31,Dodge Dynasty,50093
Ford,E-150,1996,regular unleaded,199,6,AUTOMATIC,rear wheel drive,3,,Midsize,Passenger Van,15,11,5657,5,2000,28,Ford E-150,64089
